en,Team Name,Team Captain Discord Username(s),Rostered Player 1 Discord Username,Rostered Player 1 Overstat Link,Rostered Player 1 In-Game-Name (this needs to be the same for every match day),Rostered Player 2 Discord Username,Rostered Player 2 Overstat Link,Rostered Player 2 In-Game-Name (this needs to be the same for every match day),Rostered Player 3 Discord Username,Rostered Player 3 Overstat Link,Rostered Player 3 In-Game-Name (this needs to be the same for every match day),Have you and your teammates played in Void Apex leagues before? (this does not include scrims/community events),How familiar is your team with competitive apex?,What is the average rank of your team?,What platform does your team play on?,,
27/03/2025 15:58:14,100 Leaves,ntdrose12,ntdrose12,https://overstat.gg/player/753378.F5%20I%20ntROZE/overview,ntROZE,seeby_,https://overstat.gg/player/307263.seeby/overview,seeby,.swilleyville,https://overstat.gg/player/307264.Swilleyville/overview,Swilleyville,"2 of us have, 1 has not",4,Diamond,All PC,,
27/03/2025 16:23:55,Lawn Mowers,galahadfps,galahadfps,https://overstat.gg/player/801/overview,Galahad,dizzyjavi,https://overstat.gg/player/35259/overview,DizzyJavi,xtducky,https://overstat.gg/player/146712/overview,Ducky 예보,"2 of us have, 1 has not",5,Diamond,All PC,,
27/03/2025 17:24:08,No Peel Cincy,hakobo,hakobo,https://overstat.gg/player/1135360.HaKobo/overview,HaKobo,chicagobias,https://overstat.gg/player/1680083.GGMantisToboggan/overview,GGMantisToboggan,johnboy8366,https://overstat.gg/player/1167352.HeresJahnny1/overview,HeresJahnny1,"Yes, all 3 have",5,Platinum,All PC,,
27/03/2025 17:50:20,No Peel Chica,Baughty,Baughty,https://overstat.gg/player/1135359.baughty/overview,Baughty,Coop,https://overstat.gg/player/2299939.coopfromdastoop/overview,CoopFromDaStoop,Cottonballer,https://overstat.gg/player/1135361.Epic%20Gamer/overview,Epic Gamer,"Yes, all 3 have",5,Platinum,All PC,,
27/03/2025 18:59:33,Ragdoll,gruesomeb,gruesomeb,https://overstat.gg/player/53632.gruesome_b1/overview,gruesomeb,AngrySandy,https://overstat.gg/player/2299783/overview,AngrySandy,RedT,https://overstat.gg/player/2799151/overview,Redterror,"2 of us have, 1 has not",5,Platinum,All PC,,
27/03/2025 19:06:26,Los Pollos Hermanos,"ckpallday21, 77_1, cbits",cbits,https://overstat.gg/player/1433848/overview,imCBITS,ckpallday21,https://overstat.gg/player/1433566/overview,Zorra_Assassin,77_1,https://overstat.gg/player/999574.N/overview,77,"Yes, all 3 have",4,Diamond,"Some PC, some console",,
27/03/2025 19:10:14,Kissing Your Dad's Toes,ColedColedWorld,ColedColedWorld,https://overstat.gg/player/1122065.ColedColedWorld/overview,ColedColedWorld,Nope Rope,https://overstat.gg/player/1120555.Nopes%20Ropes/overview,Nopes Ropes,ejustice74,https://overstat.gg/player/1120556.ejustice74/overview,ejustice74,"Yes, all 3 have",5,Diamond,All PC,,
27/03/2025 23:18:49,Badger Grabbers,jhelly,jhelly,https://overstat.gg/player/3728416,Jack,.so_tall,None - New player,TheIdiotEngineer,sammies.,None - New Player,Sammie,"1 of us has, 2 have not",1,Silver,All PC,,
28/03/2025 11:04:12,Mile High,Colo,Colo,https://overstat.gg/player/2584.ColoHockey_/overview,Colo,WeaponsArtist,https://overstat.gg/player/1314055.WeaponsArtist/overview,WeaponsArtist,HighKingStig,https://overstat.gg/player/3371769.HighKingStig/overview,HighKingStig,"1 of us has, 2 have not",3,Diamond,"Some PC, some console",,
28/03/2025 13:55:59,All Brain No Aim,Figgy14,Figgy14,https://overstat.gg/player/753392.Figgy14/overview,Figgy14,Maschidezin,https://overstat.gg/player/2345708.MaschidezinTV/overview,MaschidezinTV,zG_Stifle,https://overstat.gg/player/1307494.zG_Stifle/overview,ZG_Stifle,"Yes, all 3 have",5,Diamond,All PC,,
28/03/2025 16:09:33,We Use Walkers,RetroMrLiquid,RetroMrLiquid,https://overstat.gg/player/115827.RetroMrLiquid/overview,RetroMrLiquid,Red_Husky,https://overstat.gg/player/57451.h%20u%20s%20k%20y/overview,h u s k y,lchiang11,https://overstat.gg/player/749157.CheezySlice/overview,CheezySlice,"Yes, all 3 have",4,Platinum,All PC,,
28/03/2025 21:03:35,O.M.P.A.,BobbyBooshayy,BobbyBooshayy,https://overstat.gg/player/455959.BobbyBooshayy/overview,BobbyBooshayy,Patback,https://overstat.gg/player/455979/overview,pat,MannikTV,https://overstat.gg/player/592270.MannikTV/overview,MannikTV,"Yes, all 3 have",3,Platinum,All PC,,
28/03/2025 23:23:50,Scream Aim Fire,katisuu,katisuu,https://overstat.gg/player/1439060/overview,MNKP0P,aeroexists,https://overstat.gg/player/3221411/overview,AeroExists,spearcooper,https://overstat.gg/player/3762474/overview,Coop,None of us have played in the void leagues before,3,Diamond,All PC,,
29/03/2025 05:46:22,Eye of Agamotto,"saki_201, dayarik1",dayarik1,https://overstat.gg/player/1183460.Dayarik/overview,DaS,KitKatt52,https://overstat.gg/player/291514.TacoEnjoyer/overview,TacoEnjoyer,saki_201,https://overstat.gg/player/392271.Saki/overview,Saki :D,"Yes, all 3 have",4,Platinum,"Some PC, some console",,
29/03/2025 12:02:14,DW Evolution,UselessRoyalty,Mango,https://overstat.gg/player/684080.MangoMan0125/overview,Mango,Teach DA Youth,https://overstat.gg/player/53953.TTV%20Teach%20Da%20Youth/overview,Teach DA Youth,Balynce,https://overstat.gg/player/2459695.ttv%2Fdse_balynce/overview,Balynce,None of us have played in the void leagues before,4,Gold,All PC,,
29/03/2025 14:49:18,Hunting Chuds Bungus ,"BungusElite, Raz",BungusElite,https://overstat.gg/player/2449676.BungusElite/overview,BungusElite ,chudbudwalker,https://overstat.gg/player/3334231.Chudbudwalker/overview,Chud,Raz,https://overstat.gg/player/519415/overview,Raz,"Yes, all 3 have",5,Diamond,All PC,,
29/03/2025 16:58:42,2 Rats 1 Mouse,Double_take,Double_take,https://overstat.gg/player/1026809/overview,Double-take,dekta_ttv,https://overstat.gg/player/88935/overview,dekta_ttv,jaundyy,https://overstat.gg/player/3041798/overview,jaundy,"Yes, all 3 have",5,Diamond,All PC,,
29/03/2025 22:29:10,Audacity ,Becka,Becka,https://overstat.gg/player/1766184.BeckaBTW/overview,Beckabtw,A_MF_Princess,https://overstat.gg/player/1720731/overview,a_mf_queen,Zewski,https://overstat.gg/player/2156292.zewski/overview,Zewski,"Yes, all 3 have",4,Diamond,"Some PC, some console",,
29/03/2025 23:35:50,FoeComet,@icerecedo,@icerecedo,https://overstat.gg/player/1197529.AI%20Conger/overview,AI Conger,@smiksmik,https://overstat.gg/player/2131688.yoosmik/overview,Yoosmik,@brandinomanchino,https://overstat.gg/player/1882396.BrandinoBrandino/overview,BrandinoBrandino,"2 of us have, 1 has not",5,Masters,"Some PC, some console",,
30/03/2025 01:48:59,INTEGRALS,ltto.,ltto.,https://overstat.gg/player/1613972.Ltto./overview,ltto.,Ichi,https://overstat.gg/player/1835057/overview,Jitty,phoenix,https://overstat.gg/player/1111462.Phoenix.L8NT/overview,Phoenix.L8NT,"Yes, all 3 have",2,Diamond,"Some PC, some console",,
30/03/2025 07:04:38,ABNA B Squadd,Sirwilliamvii,Palmsssbm,https://overstat.gg/player/2469517.I%20HATE%20Palmerton/overview,Palms,Sirwilliamvii,https://overstat.gg/player/487087.SIRWILLIAMVII/overview,Sirwilliamvii,Shueisha,https://overstat.gg/player/1835051.shueisha/overview,Shueisha,"2 of us have, 1 has not",5,Platinum,All PC,,
30/03/2025 09:14:31,Yoi Mono,kpsy_,kpsy_,https://overstat.gg/player/242.@KPSY%20%7C%20Twitch/overview,@KPSY | Twitch,emisoul,https://overstat.gg/player/2948012/overview,Soul,nesykinz,https://overstat.gg/player/289.%E2%80%A2Nesykinz%E2%80%A2/overview,• Nesy •,None of us have played in the void leagues before,5,Diamond,All PC,,
30/03/2025 19:08:20,Rude,xJusGavx ,xJusGavx,https://overstat.gg/player/2062720.Twitch%20%7C%20xJusGavx/overview,Twitch | xJusGavx ,Bookworm669,https://overstat.gg/player/1146754.bookworm669/overview,Bookworm669,SSJSlade ,https://overstat.gg/player/3334664.SSJSlade/overview,SSJSlade,"2 of us have, 1 has not",4,Diamond,All PC,,
31/03/2025 11:27:47,Geriatric Reflexes ,Enderphor,Enderphor,https://overstat.gg/player/2299736.Enderphor/overview,Enderphor,EagleUSA,https://overstat.gg/player/2299737.EagleUSA/overview,EagleUSA,Sithopher,https://overstat.gg/player/2299738.Sithopher/overview,Sithopher,"Yes, all 3 have",4,Platinum,All PC,,
31/03/2025 11:45:53,QUACK ATTACK,Kerckhaert,Kerckhaert,https://overstat.gg/player/666623/overview,Psyduck,amieable,https://overstat.gg/player/288673.amieable/overview,Fogduck,everyday_sly,https://overstat.gg/player/1041455.sly/overview,Slyduck,"Yes, all 3 have",4,Platinum,"Some PC, some console",,
31/03/2025 12:21:50,The Roach Motel ,xThinkso,§eren? (1cry_babe),https://overstat.gg/player/3063988/overview,§eren,xThinkso,https://overstat.gg/player/2150736/overview,xThinkso,Brandon,https://overstat.gg/player/2779959.Brandon/overview,Brandon,"2 of us have, 1 has not",5,Diamond,All PC,,
31/03/2025 13:12:40,MeHards,calbeast,calbeast,https://overstat.gg/player/1120549.Calbeast/overview,Calbeast,gmoney45_,https://overstat.gg/player/1135294.YANKEE%206%20XRAY/overview,YANKEE 6 XRAY,mj5044,https://overstat.gg/player/1120548.Avsfan1/overview,MJ5044,"Yes, all 3 have",5,Diamond,All PC,,
31/03/2025 15:28:53,Lost Lake Boys,"Stinkerson, railgunsr, hannibalofcarthage",Stinkerson,https://overstat.gg/player/2189329.Stinkerson/overview,Stinkerson,railgunsr,https://overstat.gg/player/2299784.Lunar/overview,Lunar,hannibalofcarthage,https://overstat.gg/player/2237543.Hannibal%20of%20Carthage/overview,Hannibal of Carthage,"Yes, all 3 have",4,Diamond,All PC,,
31/03/2025 15:50:05,Brotato Chip,jackhedoesit,jackhedoesit,https://overstat.gg/player/753419.JackHeDoesIt/overview,JackHeDoesIt,mikiedelliii,https://overstat.gg/player/753418.MikieDelliii/overview,MikieDelliii,BossBBALLER101,https://overstat.gg/player/753420.BossBBALLER101/overview,BossBBALLER101,"Yes, all 3 have",5,Platinum,"Some PC, some console",,
31/03/2025 17:07:25,Noble Esports,matt_moose,matt_moose,https://overstat.gg/player/18556.Matthew_Moose/overview,Matthew_Moose,joaqie,https://overstat.gg/player/1486385/overview,Joaqie,stxvnie,https://overstat.gg/player/129013/overview,stxvniee,None of us have played in the void leagues before,5,Diamond,"Some PC, some console",,
31/03/2025 17:53:54,Lint Lickers,MyrtleSquirtle,MyrtleSquirtle,https://overstat.gg/player/2511375/overview,MyrtleSquirtle,RusticPeasant,https://overstat.gg/player/2377505/overview,RusticPeasant,mr.kikks,https://overstat.gg/player/2724083.MrKikks_DoIniT07/overview,mr.kikks,None of us have played in the void leagues before,2,Platinum,All PC,,
31/03/2025 19:25:58,Triumvir,thejordanruiz,thejordanruiz,https://overstat.gg/player/626671.Jhonpii/overview,Jhonpii,Duneighbor,https://overstat.gg/player/1613927.duneighbor/overview,Duneighbor,Juvo,https://overstat.gg/player/1628708/overview,Juvo,"Yes, all 3 have",3,Platinum,All PC,,
31/03/2025 21:41:47,Catgirls GO!,astris86,astris86,https://overstat.gg/player/3276923.Astris%20%3C3's%20Hatsune%20Miku/overview, CG! | ╲╲╲╲╲,shapegenerator,https://overstat.gg/player/1093567.shapegenerator/overview,CG! | shape,santaklaus2003,https://overstat.gg/player/2701772.SantaKlaus/overview,CG! | SantaKlaus,"2 of us have, 1 has not",3,Platinum,All PC,,
31/03/2025 22:27:11,Dark Knightz,vepicv1,xoadorable,https://overstat.gg/player/816993.adorable/overview,adorable,vepicv1,https://overstat.gg/player/257203.vEpiCv1/overview,vepicv1,N1xja,https://overstat.gg/player/1873071.N1xja/overview,N1xja,"Yes, all 3 have",5,Platinum,"Some PC, some console",,
31/03/2025 23:26:20,Stargazers,blujay._/.unix.,Blujay,https://overstat.gg/player/506562.Blujay._/overview,Blujay._,.unix.,https://overstat.gg/player/533769.unix./overview,unix.,compasthepigeon,https://overstat.gg/player/946423.CompasThepigeon/overview,CompasThepigeon,"Yes, all 3 have",4,Platinum,All PC,,
01/04/2025 00:26:10,Necrotic,cudi_fps,cudi_fps,https://overstat.gg/player/125429/overview,cudi,nutty_fps,https://overstat.gg/player/125428/overview,NuTTy,arise_fps,https://overstat.gg/player/554163/overview,Arise_FPS,"Yes, all 3 have",4,Masters,All PC,,
01/04/2025 01:25:19,Good Good,OpNate,OpNate7,https://overstat.gg/player/930123/overview,OpNate,Luzer19,https://overstat.gg/player/144890/overview,Luzer,EnvyxSkillet,https://overstat.gg/player/970633/overview,EnvyxSkillet,"Yes, all 3 have",4,Diamond,"Some PC, some console",,
01/04/2025 10:31:10,SNV Esports,0pticalfps,0ptical,https://overstat.gg/player/563218/overview,0ptical,Xzavier219,https://overstat.gg/player/41157/overview,Xzavier,Lolwolfer,https://overstat.gg/player/1084352/overview,Wolfer,"Yes, all 3 have",5,Masters,All PC,,
01/04/2025 11:04:16,Winner's Circle,Mirriftw,mirriftw,https://overstat.gg/player/2680340.WC%20Mirri/overview,WC Mirri,beamenabled,https://overstat.gg/player/3500692.BeamifyonTTV/overview,Beamifyonttv,Wra1th_267,https://overstat.gg/player/1439526.wra1th_267/overview,wra1th_267,"Yes, all 3 have",4,Diamond,All PC,,
01/04/2025 15:21:49,Lords of Edging,S3Mikey,S3Mikey,https://overstat.gg/player/96626.S3Mikey%20%7C%20Twitch/overview,Dingus Bingus,ctreazy,https://overstat.gg/player/976484.cTreazy/overview,ctreazy,Revy2Hands,https://overstat.gg/player/1307495.Revy2hands/overview,Revy2Hands,"Yes, all 3 have",5,Diamond,All PC,,
02/04/2025 11:26:48,WHO,Pxrmafrxst,pxrmafrxst,https://overstat.gg/player/317.Pxrmafrxstt/overview,pxrmafrxst,jm42clark,https://overstat.gg/player/77606.Jm42cIark/overview,jm42clark,ItzRlcky,https://overstat.gg/player/2467518.ItzRlcky/overview,ItzRlcky,"Yes, all 3 have",5,Masters,All PC,,
02/04/2025 11:41:35,The Minors,@katelyn0068,@katelyn0068,https://overstat.gg/player/1434864.CheesePuffs1890/overview,El Puff,@imysticvortex,https://overstat.gg/player/378660/overview,iMysticVortex,@simplyturtleman,https://overstat.gg/player/3084412/overview,TURTLEMAN,"1 of us has, 2 have not",5,Diamond,All PC,,
02/04/2025 14:44:46,SLG x HP,DASLEDGEHAMMER,DASLEDGEHAMMER,https://overstat.gg/player/238549/overview,DASLEDGEHAMMER,mysteryz,https://overstat.gg/player/194927/overview,F5 | Mysteryz,Slinky acrobat,https://overstat.gg/player/121452/overview,I wish you a pleasant -65 RP,"Yes, all 3 have",5,Masters,All PC,,
02/04/2025 14:48:07,Moist Makers,slimthorttv,slimthorttv,https://overstat.gg/player/1920398/overview,Slim_thor on Twitch,gothcowboy,https://overstat.gg/player/95585/overview,goonther,kbertabifida,https://overstat.gg/player/1979107.Kbertabifida/overview,Kbertabifida | TTV,"1 of us has, 2 have not",3,Platinum,All PC,,
02/04/2025 18:03:23,Ignite Fans,zero2368,zero2368,https://overstat.gg/player/2857630/overview,ZeroGLHF,federico0990,https://overstat.gg/player/1398110/overview,RouAlfred 24,xiums12,https://overstat.gg/player/2405765/overview,Xiums,"Yes, all 3 have",4,Diamond,"Some PC, some console",,
03/04/2025 07:26:34,Casual Gooning,"billiardhorn, artemisgg_",billiardhorn,https://overstat.gg/player/2975809/overview,CG BilliardHorn,artemisgg_,https://overstat.gg/player/2975811/overview,@Artemisgg_,heathcliffbum,https://overstat.gg/player/82131/overview,Heathclips_,None of us have played in the void leagues before,4,Diamond,All PC,,
03/04/2025 07:50:16,Lets Get Restarted,Twelvegage8,Twelvegage8,https://overstat.gg/player/662120.BF%20TwelveGage/overview,Twelvegage,Thecorruptteacher,https://overstat.gg/player/307552.The%20Corrupt%20Teacher/overview,Thecorruptteacher,Dmanloc,https://overstat.gg/player/749155.DmanLOC/overview,Dmanloc,"Yes, all 3 have",5,Rookie,All PC,,
03/04/2025 20:49:44,A.W.O,Mworkz_ | Twitch,Geezus_duh,https://overstat.gg/player/284835.GeeZus/overview,Geezus,ChicoFlame,https://overstat.gg/player/548978.EVG%20%7C%20ChicoFlame/overview,ChicoFlames,Mworkz_ | Twitch,https://overstat.gg/player/284846.Mworkz_%20%7C%20Twitch/overview,Majin Workz,"Yes, all 3 have",5,Masters,All PC,,
04/04/2025 12:11:56,Pog mo thoin,Evoke,SIlentRyft,https://overstat.gg/player/32417.SilentRyft/overview,SilentRyft,Evoke,https://overstat.gg/player/872684/overview,evoke,zCrackdown,https://overstat.gg/player/311924.zCrackdown/overview,zCrackdown,"Yes, all 3 have",4,Diamond,All PC,,
04/04/2025 13:32:47,3ND,thejet02 & theejambro,thejet02,https://overstat.gg/player/3056722.JetWatt/overview,JetWatt,theejambro,https://overstat.gg/player/290395.theeJambro/overview,theeJambro,deemo44,https://overstat.gg/player/1253094.DeeMo_Gaming/overview,DeeMo_Gaming,"1 of us has, 2 have not",3,Masters,All PC,,
04/04/2025 23:37:29,Enter Force,Haki,Haki,https://overstat.gg/player/1111463/overview,Haki ,Celsius,https://overstat.gg/player/1405205/overview,i miss her (arenas),Nedlock,https://overstat.gg/player/285618/overview,Nedlock テディベアが大好,"Yes, all 3 have",5,Diamond,All PC,,
05/04/2025 11:16:30,Tiny Timmy’s ,Stonespy946_56549,Stonespy,Stonespy946,Stonespy946,Leven3472,Boobert,Boobert,Scarab65,Jokingscarab65,Jokingscarab65,"Yes, all 3 have",4,Diamond,"Some PC, some console",,
05/04/2025 23:53:55,Karnage,Karnivorr,thegunner6092,https://overstat.gg/player/1120377.TheGunner2533/overview,TheGunner2533,matt612.,https://overstat.gg/player/1120376.HA1L%20RG3/overview,Ha1l Rg3,Karnivorr,https://overstat.gg/player/1120375.Karnivorrr/overview,Karnivorrr,"Yes, all 3 have",5,Diamond,All console,,
06/04/2025 00:52:24,Hectic City,dvp169,dvp169,https://overstat.gg/player/2112757.Dvpaper/overview,Dvpaper,Acidic_Storm_,https://overstat.gg/player/42124.Acidic_storm_/overview,Acidic_storm_,Fromskratch_,https://overstat.gg/player/2013860.Skratchd_/matches,Skratchd_,"1 of us has, 2 have not",5,Masters,All PC,,
06/04/2025 02:23:34,Kronos,Supreme(r3mainz),Supreme,https://overstat.gg/player/753380.Supreme/overview,Supreme,(Nox)noxums,https://overstat.gg/player/753379.Noxums/overview,Endwell,blank(blankfps_),https://overstat.gg/player/188827.RN%20blanK/overview,blanK,"Yes, all 3 have",5,Diamond,"Some PC, some console",,
06/04/2025 09:47:59,Vantage Toes,tdobzz,tdobzz,https://overstat.gg/player/194373.Tdobzz/overview,Tdobzz,smallguy,https://overstat.gg/player/1881207.smallguy/overview,Smallguy,coleirwin5,https://overstat.gg/player/1120370.Doctor%20Eloc/matches,doctor eloc ,"1 of us has, 2 have not",3,Diamond,"Some PC, some console",,
06/04/2025 16:06:19,SHJ,Ichi/qshinki,Ichi/qShinki,https://overstat.gg/player/1835057.Ichi/overview,Ichi,Zectsie,https://overstat.gg/player/1835058.Dracarys/overview,Dracarys,takeiteezy,https://overstat.gg/player/1100975.YoTakeItEezy/overview,Yotakeiteezy,"2 of us have, 1 has not",4,Diamond,All PC,,
06/04/2025 17:03:50,NAMELESS,Kiuvexity,Kiuvexity,https://overstat.gg/player/272981.Kiuv/overview,Kiuv,S2daj,https://overstat.gg/player/162948.DirtyCent/overview,DirtyCent,Kyrus,https://overstat.gg/player/2393006/overview,Ky,None of us have played in the void leagues before,5,Diamond,All PC,,
06/04/2025 18:26:04,wL,borealisapex,borealisapex,https://overstat.gg/player/290396.ATG%20borealis/overview,borealis,itzrlcky,https://overstat.gg/player/2467518.ItzRlcky/overview,ItzRlcky,imtitan.,https://overstat.gg/player/2197021.ImTitan/overview,Titan,None of us have played in the void leagues before,5,Masters,All PC,,
07/04/2025 05:28:08,Pulsar,NephWindu,NephWindu,https://overstat.gg/player/19704.@NephWindu%20Twitch/overview,@NephWindu,kooladin,https://overstat.gg/player/3788412/overview,Kooladin,wade2x,https://overstat.gg/player/3812901/overview,Wade,"1 of us has, 2 have not",4,Diamond,All PC,,
09/04/2025 12:55:48,Chair Sniffers,lalliegatorl,lalliegatorl,https://overstat.gg/player/49004.ASTRA%20Alliegator/overview,Twitch | lAlliegatorl,wawzi,https://overstat.gg/player/403258.beeefin/overview,ee,prxzn,https://overstat.gg/player/3491802.uhPrxzn/overview,UhPrxzn,None of us have played in the void leagues before,5,Masters,"Some PC, some console",,
20/04/2025 21:00:32,Cyber Prophets,ramseylulz,ramseylulz,https://overstat.gg/player/2058023.ramseylul/overview,CYBR_Ramsey,Shamel (Shuh-Mel),https://overstat.gg/player/99230.CYBR%20Shamel/overview,CYBR Shamel,Raze,https://overstat.gg/player/2058022.Raze/overview,CYBR Raze,"2 of us have, 1 has not",5,Masters,All PC,,
09/06/2025 13:26:01,YOUNG VONS,laz3d.psd,laz3d.psd,https://overstat.gg/player/1726182.lazy3d/overview,lazy3d,Deetray.,https://overstat.gg/player/487025.Deetray/overview,Deetray,shanksoh,https://overstat.gg/player/56033.F5%20%7C%20Shanksoh/overview,F5 | Shanks,"1 of us has, 2 have not",5,Masters,All PC,,
25/06/2025 19:11:49,Comeback Kings,TacticalMyst_TTV,TacticalMyst_TTV,https://overstat.gg/player/2418370.TacticalMyst_TTV/overview,tacticalmyst_ttv,@IamAtomic_TV,https://overstat.gg/player/14809.IamAtomicTTV/overview,@IamAtomic_TV,Rbyyy,https://overstat.gg/player/238388.Rbyyy/overview,Rbyyy,"1 of us has, 2 have not",4,Diamond,All PC,,
25/06/2025 21:23:38,ComeBack Kings,tacticalmyst_ttv,Tacticalmyst_ttv,https://overstat.gg/player/2418370/overview,Tacticalmyst_ttv,@IamAtomic_TV,https://overstat.gg/player/14809.IamAtomicTTV/overview,@IamAtomic_TV,Rbyyy,https://overstat.gg/player/238388.Rbyyy/overview,rbyyy,"1 of us has, 2 have not",4,Diamond,All PC,,
24/09/2025 19:09:28,3BD,blo0my,blo0my,https://overstat.gg/player/4305506.blo0my/overview,blo0my,Hazel,https://overstat.gg/player/2219210.twitch.tv%2FvHazel_/overview,vHazel,Muffin,https://overstat.gg/player/4824069.rnuffinnnn/overview,rnuffinnnn,None of us have played in the void leagues before,4,Diamond,All PC,,